194 -0.006 -3.829	R 58 1 3 0.307 0.319 -0.028 -3.785	4 -0.670 -0.594 0.006 8.980
L 77 1 1 -0.256 -0.317 0.062 -14.993	2 0.684 0.560 0.017 -1.930	R 66 0 3 0.237 0.232 0.176 1.648	4 -0.255 -0.258 -0.323 0.505
L 77 1 1 -0.256 -0.315 0.108 -15.591	2 0.685 0.559 0.028 -2.018	R 67 0 3 0.252 0.239 0.471 3.248	4 -0.269 -0.268 -0.414 -0.127
L 78 1 1 -0.253 -0.312 0.040 -15.389	2 0.685 0.560 0.028 -1.684	R 68 0 3 0.267 0.260 0.550 -0.585	4 -0.285 -0.278 -0.403 -0.664
L 79 1 1 -0.251 -0.311 0.062 -15.204	2 0.687 0.560 0.028 -1.789	R 68 0 3 0.267 0.268 -0.017 -0.338	4 -0.302 -0.292 -0.312 1.059
L 80 1 1 -0.249 -0.308 0.096 -15.292	2 0.688 0.560 -0.040 -1.490	R 69 0 3 0.283 0.276 0.675 1.270	4 -0.302 -0.305 -0.392 0.699
L 80 1 1 -0.249 -0.306 0.085 -15.749	2 0.689 0.560 0.028 -1.710	R 70 0 3 0.298 0.294 0.562 0.646	4 -0.319 -0.316 -0.607 -0.163
L 81 1 1 -0.246 -0.305 0.074 -15.670	2 0.689 0.560 0.017 -1.754	R 71 0 3 0.313 0.299 -0.210 1.789	4 -0.338 -0.329 -0.482 -1.446
L 82 1 1 -0.244 -0.302 0.074 -15.459	2 0.690 0.559 -0.176 -1.895	R 71 0 3 0.313 0.311 0.641 0.101	4 -0.358 -0.345 -0.426 2.009
L 83 1 1 -0.241 -0.300 0.096 -15.582	2 0.692 0.559 -0.028 -2.009	R 72 0 3 0.328 0.331 0.687 -0.532	4 -0.358 -0.361 -0.596 0.532
L 83 1 1 -0.241 -0.299 0.062 -16.101	2 0.693 0.559 0.017 -1.956	R 73 0 3 0.343 0.332 0.062 2.879	4 -0.378 -0.373 -0.641 -0.541
L 84 1 1 -0.239 -0.297 0.051 -15.908	2 0.693 0.560 -0.006 -1.824	R 74 0 3 0.358 0.345 0.448 0.295	4 -0.399 -0.389 -0.550 -1.701
L 85 1 1 -0.237 -0.295 0.108 -15.820	2 0.694 0.560 0.051 -1.666	R 74 0 3 0.358 0.366 0.437 -2.598	4 -0.420 -0.406 -0.346 1.279
L 86 1 1 -0.234 -0.293 0.096 -15.829	2 0.696 0.560 -0.176 -1.613	R 75 0 3 0.373 0.372 0.585 -0.356	4 -0.420 -0.422 -0.596 0.312
L 86 1 1 -0.234 -0.290 0.040 -16.233	2 0.697 0.560 0.017 -1.596	R 76 0 3 0.387 0.384 0.607 -0.435	4 -0.442 -0.434 -0.539 -1.965
L 87 1 1 -0.232 -0.289 0.062 -16.198	2 0.697 0.560 0.017 -1.727	R 77 0 3 0.401 0.395 -0.119 -0.479	4 -0.464 -0.450 -0.698 -3.231
L 88 1 1 -0.230 -0.286 0.165 -16.409	2 0.699 0.560 0.017 -1.903	R 77 0 3 0.401 0.406 0.267 -2.053	4 -0.486 -0.468 -0.358 -0.022
L 89 1 1 -0.227 -0.284 0.085 -16.479	2 0.701 0.560 -0.017 -1.578	R 78 0 3 0.415 0.419 0.585 -2.070	4 -0.486 -0.484 -0.607 -0.505
L 89 1 1 -0.227 -0.282 0.074 -17.033	2 0.702 0.560 0.028 -1.745	R 79 0 3 0.428 0.426 0.437 -0.321	4 -0.508 -0.498 -0.653 -2.659
L 90 1 1 -0.225 -0.279 0.119 -17.279	2 0.702 0.559 -0.176 -2.123	R 80 0 3 0.440 0.434 0.108 -0.567	4 -0.530 -0.514 -0.732 -3.459
L 91 1 1 -0.223 -0.276 0.131 -17.613	2 0.704 0.559 0.017 -1.833	R 80 0 3 0.440 0.447 0.267 -2.563	4 -0.551 -0.534 -0.346 0.057
L 92 1 1 -0.221 -0.274 0.028 -17.675	2 0.706 0.560 0.040 -1.877	R 81 0 3 0.452 0.458 0.369 -2.211	4 -0.551 -0.548 -0.619 -0.497
L 92 1 1 -0.221 -0.271 0.085 17.490	2 0.707 0.560 -0.006 -1.780	R 82 0 3 0.463 0.461 0.301 0.215	4 -0.571 -0.561 -0.539 -3.284
L 93 1 1 -0.219 -0.269 0.006 17.604	2 0.707 0.560 0.017 -1.420	R 83 0 3 0.474 0.465 0.028 0.664	4 -0.591 -0.568 -0.414 -6.545
L 94 1 1 -0.217 -0.267 0.096 17.534	2 0.709 0.560 -0.006 -1.657	R 83 0 3 0.474 0.474 0.267 -0.101	4 -0.610 -0.580 -0.255 -4.040
L 95 1 1 -0.215 -0.265 0.085 17.218	2 0.711 0.560 -0.176 -1.288	R 84 0 3 0.484 0.482 0.505 -0.189	4 -0.610 -0.589 -0.108 -7.618
L 95 1 1 -0.215 -0.263 0.040 16.980	2 0.713 0.560 -0.176 -1.147	R 85 0 3 0.492 0.490 0.062 0.356	4 -0.627 -0.595 -0.380 -10.870
L 96 1 1 -0.212 -0.261 0.062 16.980	2 0.713 0.561 0.062 -1.895	R 86 0 3 0.500 0.491 -0.017 1.499	4 -0.643 -0.600 -0.437 -13.859
L 97 1 1 -0.210 -0.260 0.051 17.209	2 0.715 0.564 0.153 -1.877	R 86 0 3 0.500 0.499 0.255 0.268	4 -0.658 -0.605 -0.108 -13.341
L 98 1 1 -0.208 -0.260 0.017 17.675	2 0.717 0.570 0.289 -1.754	R 87 0 3 0.507 0.503 0.153 0.971	4 -0.658 -0.614 -0.085 -15.987
L 98 1 1 -0.208 -0.260 -0.040 -17.780	2 0.719 0.577 0.312 -2.510	R 88 0 3 0.513 0.506 0.165 1.710	4 -0.671 -0.622 -0.312 -17.305
L 99 1 1 -0.206 -0.261 -0.062 -16.743	2 0.719 0.588 0.289 -1.279	R 89 0 3 0.517 0.511 0.006 1.367	4 -0.683 -0.632 -0.607 -17.024
L 100 1 1 -0.204 -0.264 -0.085 -15.160	2 0.721 0.597 0.289 -1.613	R 89 0 3 0.517 0.516 0.051 0.444	4 -0.693 -0.642 -0.346 -14.105
L 101 1 1 -0.202 -0.267 -0.051 -13.578	2 0.723 0.610 0.460 -2.185	R 90 0 3 0.521 0.519 0.119 0.382	4 -0.693 -0.654 -0.312 -13.604
L 101 1 1 -0.202 -0.270 -0.131 -12.198	2 0.725 0.623 0.505 -1.429	R 91 0 3 0.523 0.521 0.131 0.523	4 -0.701 -0.666 -0.392 -12.549
L 102 1 1 -0.200 -0.274 -0.119 -10.369	2 0.725 0.634 0.380 -3.829	R 92 0 3 0.525 0.524 -0.040 0.251	4 -0.708 -0.676 -0.471 -10.589
L 103 1 1 -0.199 -0.276 -0.051 -9.103	2 0.727 0.645 0.255 -7.231	R 92 0 3 0.525 0.524 0.006 0.303	4 -0.713 -0.683 -0.153 -8.796
L 104 1 1 -0.197 -0.276 0.017 -8.426	2 0.730 0.653 0.221 -8.620	R 93 0 3 0.525 0.524 0.028 0.418	4 -0.713 -0.690 -0.074 -8.752
L 104 1 1 -0.197 -0.276 0.017 -8.084	2 0.732 0.656 0.119 -9.701	R 94 0 3 0.525 0.524 -0.017 0.418	4 -0.717 -0.691 -0.017 -9.437
L 105 1 1 -0.195 -0.276 0.051 -7.793	2 0.732 0.657 -0.006 -9.569	R 95 0 3 0.524 0.523 -0.028 0.541	4 -0.719 -0.689 0.017 -10.633
L 106 1 1 -0.193 -0.273 0.062 -7.846	2 0.734 0.656 -0.074 -8.488	R 95 0 3 0.524 0.520 -0.074 1.218	4 -0.721 -0.686 0.074 -11.829
L 107 1 1 -0.191 -0.271 0.131 -8.479	2 0.737 0.655 -0.051 -7.266	R 96 0 3 0.522 0.518 -0.153 1.490	4 -0.721 -0.682 0.142 -13.851
L 107 1 1 -0.191 -0.268 0.096 -9.349	2 0.739 0.653 -0.040 -6.501	R 97 0 3 0.519 0.514 -0.199 1.780	4 -0.721 -0.680 0.096 -14.695
L 108 1 1 -0.189 -0.265 0.096 -9.692	2 0.739 0.653 0.017 -5.789	R 98 0 3 0.516 0.512 -0.040 2.000	4 -0.720 -0.678 0.028 -14.659
L 109 1 1 -0.188 -0.263 0.040 -9.745	2 0.742 0.654 0.051 -5.121	R 98 0 3 0.516 0.509 -0.040 2.466	4 -0.719 -0.679 -0.028 -14.396
L 110 1 1 -0.186 -0.260 0.108 -10.158	2 0.744 0.656 0.062 -4.919	R 99 0 3 0.512 0.505 -0.085 2.554	4 -0.719 -0.680 -0.085 -13.508
L 110 1 1 -0.186 -0.258 0.062 -10.651	2 0.747 0.658 0.108 -5.657	R 0 1 3 0.509 0.503 -0.165 2.255	4 -0.717 -0.681 -0.096 -12.690
L 111 1 1 -0.184 -0.257 0.028 -10.501	2 0.747 0.662 0.165 -6.369	R 1 1 3 0.505 0.501 -0.074 2.123	4 -0.715 -0.682 0.017 -12.048
L 112 1 1 -0.183 -0.256 0.051 -10.369	2 0.749 0.664 -0.176 -5.903	R 1 1 3 0.505 0.496 -0.187 3.240	4 -0.713 -0.686 -0.142 -10.413
L 113 1 1 -0.181 -0.252 0.142 -11.354	2 0.752 0.664 -0.017 -5.138	R 2 1 3 0.501 0.492 -0.028 2.738	4 -0.713 -0.688 -0.108 -8.769
L 113 1 1 -0.181 -0.249 0.108 -12.189	2 0.755 0.665 0.096 -5.095	R 3 1 3 0.497 0.492 -0.165 1.982	4 -0.711 -0.690 -0.062 -7.556
L 114 1 1 -0.179 -0.247 0.051 -12.277	2 0.755 0.668 0.119 -5.631	R 4 1 3 0.493 0.489 -0.085 2.097	4 -0.709 -0.690 0.051 -7.081
L 115 1 1 -0.178 -0.247 -0.176 -11.916	2 0.758 0.674 0.119 -6.642	R 4 1 3 0.493 0.485 -0.040 2.659	4 -0.707 -0.690 -0.017 -6.730
L 116 1 1 -0.176 -0.246 0.040 -11.820	2 0.760 0.678 0.210 -7.714	R 5 1 3 0.489 0.482 -0.096 2.431	4 -0.707 -0.692 -0.074 -5.508
L 116 1 1 -0.176 -0.244 0.131 -12.435	2 0.763 0.681 0.051 -7.802	R 6 1 3 0.485 0.480 -0.199 1.842	4 -0.706 -0.693 -0.040 -4.453
L 117 1 1 -0.175 -0.242 0.096 -12.646	2 0.763 0.685 0.108 -8.189	R 7 1 3 0.481 0.476 -0.096 2.413	4 -0.704 -0.693 -0.006 -3.908
L 118 1 1 -0.173 -0.240 0.040 -12.690	2 0.766 0.688 0.108 -8.453	R 7 1 3 0.481 0.472 -0.062 3.116	4 -0.702 -0.693 0.017 -3.811
L 119 1 1 -0.172 -0.238 0.096 -13.051	2 0.769 0.691 0.119 -8.690	R 8 1 3 0.477 0.467 -0.119 3.327	4 -0.702 -0.693 -0.006 -3.327
L 119 1 1 -0.172 -0.235 0.142 -13.912	2 0.772 0.691 0.040 -8.453	R 9 1 3 0.473 0.464 -0.255 3.301	4 -0.701 -0.692 -0.017 -2.941
L 0 0 1 -0.170 -0.233 0.062 -14.343	2 0.772 0.693 0.062 -8.277	R 10 1 3 0.469 0.462 -0.062 3.310	4 -0.699 -0.691 0.028 -2.870
L 1 0 1 -0.169 -0.230 0.051 -14.598	2 0.775 0.695 0.051 -7.943	R 10 1 3 0.469 0.458 -0.062 4.057	4 -0.697 -0.690 0.108 -3.503
L 2 0 1 -0.168 -0.226 0.199 -15.864	2 0.778 0.694 -0.006 -6.545	R 11 1 3 0.465 0.453 -0.187 4.673	4 -0.697 -0.688 0.051 -3.398
L 2 0 1 -0.168 -0.220 0.199 -17.851	2 0.781 0.691 -0.153 -5.095	R 12 1 3 0.462 0.450 -0.165 4.479	4 -0.696 -0.687 0.051 -3.266
L 3 0 1 -0.166 -0.215 0.131 16.989	2 0.781 0.691 -0.006 -4.110	R 13 1 3 0.458 0.447 -0.142 4.910	4 -0.694 -0.685 0.153 -3.811
L 4 0 1 -0.165 -0.212 0.131 16.400	2 0.784 0.691 0.017 -3.380	R 13 1 3 0.458 0.441 -0.233 6.281	4 -0.693 -0.680 0.153 -4.945
L 5 0 1 -0.163 -0.207 0.153 15.512	2 0.786 0.691 0.051 -3.398	R 14 1 3 0.454 0.434 -0.142 7.187	4 -0.693 -0.678 0.062 -5.464
L 5 0 1 -0.163 -0.204 0.108 14.501	2 0.786 0.692 0.017 -2.949	R 15 1 3 0.450 0.430 -0.153 7.336	4 -0.692 -0.677 -0.017 -5.376
L 6 0 1 -0.160 -0.201 0.096 14.158	2 0.786 0.692 -0.176 -2.730	R 16 1 3 0.447 0.427 -0.142 7.811	4 -0.690 -0.677 0.017 -4.998
L 7 0 1 -0.158 -0.197 0.131 13.596	2 0.786 0.694 0.074 -3.837	R 16 1 3 0.447 0.423 -0.074 8.180	4 -0.689 -0.677 -0.017 -4.884
L 8 0 1 -0.154 -0.194 0.074 13.789	2 0.784 0.697 0.131 -5.235	R 17 1 3 0.443 0.420 -0.085 7.996	4 -0.689 -0.677 0.017 -4.382
L 8 0 1 -0.154 -0.192 0.085 13.235	2 0.781 0.700 0.153 -6.624	R 18 1 3 0.439 0.416 -0.199 8.532	4 -0.688 -0.677 -0.006 -3.881
L 9 0 1 -0.150 -0.189 0.108 13.534	2 0.781 0.702 0.108 -8.119	R 19 1 3 0.436 0.412 -0.096 9.077	4 -0.687 -0.677 -0.006 -3.547
L 10 0 1 -0.146 -0.186 0.176 13.780	2 0.776 0.702 0.028 -10.167	R 19 1 3 0.436 0.408 -0.119 9.543	4 -0.685 -0.677 0.006 -3.688
L 11 0 1 -0.141 -0.182 0.119 13.815	2 0.770 0.702 -0.051 -12.347	R 20 1 3 0.432 0.404 -0.142 9.842	4 -0.685 -0.675 0.051 -3.802
L 11 0 1 -0.141 -0.178 0.153 12.875	2 0.761 0.702 0.017 -13.508	R 21 1 3 0.428 0.399 -0.233 10.607	4 -0.684 -0.672 0.062 -4.312
L 12 0 1 -0.135 -0.173 0.131 13.525	2 0.761 0.700 -0.028 -14.721	R 22 1 3 0.425 0.395 -0.165 11.556	4 -0.683 -0.669 0.108 -5.042
L 13 0 1 -0.128 -0.168 0.199 14.009	2 0.751 0.696 -0.108 -17.200	R 22 1 3 0.425 0.390 -0.165 12.268	4 -0.682 -0.666 0.119 -6.325
L 14 0 1 -0.121 -0.163 0.187 14.114	2 0.739 0.692 -0.278 17.068	R 23 1 3 0.421 0.385 -0.131 12.585	4 -0.682 -0.662 0.165 -7.398
L 14 0 1 -0.121 -0.157 0.176 12.919	2 0.725 0.688 -0.108 16.163	R 24 1 3 0.418 0.380 -0.187 13.297	4 -0.681 -0.657 0.176 -8.558
L 15 0 1 -0.112 -0.151 0.176 13.569	2 0.725 0.682 -0.119 14.897	R 25 1 3 0.414 0.375 -0.165 14.404	4 -0.680 -0.652 0.153 -9.859
L 16 0 1 -0.104 -0.145 0.278 14.018	2 0.709 0.674 -0.244 12.171	R 25 1 3 0.414 0.370 -0.187 15.415	4 -0.679 -0.647 0.153 -11.547
L 17 0 1 -0.095 -0.138 0.210 14.343	2 0.692 0.667 -0.437 9.332	R 26 1 3 0.410 0.365 -0.187 16.004	4 -0.679 -0.642 0.176 -13.077
L 17 0 1 -0.095 -0.130 0.312 12.180	2 0.673 0.659 -0.244 9.270	R 27 1 3 0.407 0.361 -0.187 16.497	4 -0.678 -0.638 0.176 -14.519
L 18 0 1 -0.085 -0.121 0.358 12.207	2 0.673 0.648 -0.323 8.778	R 28 1 3 0.403 0.356 -0.131 17.279	4 -0.677 -0.633 0.108 -15.486
L 19 0 1 -0.075 -0.111 0.380 12.127	2 0.653 0.639 -0.142 5.015	R 28 1 3 0.403 0.352 -0.142 17.851	4 -0.677 -0.630 0.096 -16.646
L 20 0 1 -0.065 -0.099 0.471 10.536	2 0.632 0.635 -0.539 1.051	R 29 1 3 0.400 0.350 -0.096 17.701	4 -0.677 -0.626 0.176 -17.956
L 20 0 1 -0.065 -0.083 0.585 6.229	2 0.610 0.619 -0.426 2.097	R 30 1 3 0.397 0.347 -0.142 17.789	4 -0.676 -0.622 0.074 17.288
L 21 0 1 -0.054 -0.068 0.516 4.426	2 0.610 0.602 -0.460 2.053	R 31 1 3 0.393 0.344 -0.074 17.947	4 -0.675 -0.620 0.017 16.804
L 22 0 1 -0.044 -0.056 0.312 4.110	2 0.588 0.589 -0.448 -0.549	R 31 1 3 0.393 0.342 -0.085 17.851	4 -0.674 -0.620 0.028 16.585
L 23 0 1 -0.034 -0.047 0.244 3.688	2 0.
