.532	R 34 0 3 -0.046 -0.038 -0.074 -1.886	4 -0.322 -0.337 0.482 3.864
L 56 1 1 -0.313 -0.343 0.051 10.475	2 0.670 0.611 -0.028 -15.503	R 46 0 3 -0.004 -0.007 0.096 -0.585	4 -0.191 -0.197 0.176 1.701
L 57 1 1 -0.310 -0.341 0.108 10.721	2 0.670 0.611 -0.006 -15.257	R 46 0 3 -0.004 0.000 0.142 -1.393	4 -0.187 -0.194 -0.051 0.954
L 58 1 1 -0.307 -0.340 0.108 10.879	2 0.670 0.611 -0.006 -15.073	R 47 0 3 0.005 0.007 0.233 -0.743	4 -0.187 -0.191 0.131 1.270
L 58 1 1 -0.307 -0.337 0.040 10.492	2 0.671 0.611 -0.017 -15.002	R 48 0 3 0.015 0.013 0.278 0.154	4 -0.184 -0.189 0.108 1.666
L 59 1 1 -0.305 -0.336 0.028 10.941	2 0.671 0.611 0.017 -14.958	R 49 0 3 0.025 0.019 0.142 -0.338	4 -0.182 -0.188 0.040 2.062
L 60 1 1 -0.302 -0.334 0.051 11.178	2 0.671 0.611 0.028 -14.844	R 49 0 3 0.025 0.027 0.131 -0.541	4 -0.180 -0.187 0.006 1.938
L 61 1 1 -0.299 -0.332 0.051 11.319	2 0.672 0.611 0.028 -14.730	R 50 0 3 0.035 0.034 0.380 0.268	4 -0.180 -0.186 0.051 2.018
L 61 1 1 -0.299 -0.330 0.051 10.993	2 0.672 0.611 -0.176 -14.686	R 51 0 3 0.046 0.039 0.210 1.578	4 -0.179 -0.184 0.062 1.965
L 62 1 1 -0.296 -0.329 0.040 11.512	2 0.672 0.611 -0.017 -14.563	R 52 0 3 0.057 0.048 0.153 0.497	4 -0.178 -0.183 0.028 1.824
L 63 1 1 -0.293 -0.327 0.062 11.662	2 0.673 0.611 0.017 -14.352	R 52 0 3 0.057 0.059 0.346 -0.646	4 -0.177 -0.183 -0.028 1.701
L 64 1 1 -0.290 -0.325 0.074 11.767	2 0.673 0.611 0.017 -14.193	R 53 0 3 0.068 0.066 0.369 0.268	4 -0.177 -0.183 0.017 1.815
L 64 1 1 -0.290 -0.323 0.062 11.363	2 0.674 0.611 0.028 -14.132	R 54 0 3 0.079 0.075 0.426 0.488	4 -0.177 -0.183 -0.028 1.789
L 65 1 1 -0.288 -0.321 0.006 11.776	2 0.674 0.611 -0.176 -13.912	R 55 0 3 0.090 0.083 -0.006 0.136	4 -0.178 -0.183 0.006 1.604
L 66 1 1 -0.285 -0.318 0.119 11.688	2 0.674 0.611 -0.176 -13.578	R 55 0 3 0.090 0.093 0.255 -0.875	4 -0.179 -0.183 0.006 1.648
L 67 1 1 -0.282 -0.317 0.062 11.855	2 0.675 0.611 -0.017 -13.455	R 56 0 3 0.102 0.102 0.460 0.127	4 -0.179 -0.183 -0.006 1.235
L 67 1 1 -0.282 -0.315 0.051 11.292	2 0.676 0.611 -0.176 -13.393	R 57 0 3 0.114 0.107 0.221 1.710	4 -0.182 -0.184 -0.051 0.673
L 68 1 1 -0.279 -0.313 0.051 11.618	2 0.676 0.611 -0.176 -13.244	R 58 0 3 0.127 0.118 0.199 0.435	4 -0.185 -0.187 -0.199 0.637
L 69 1 1 -0.277 -0.311 0.062 11.960	2 0.677 0.611 -0.028 -13.033	R 58 0 3 0.127 0.127 0.221 -0.004	4 -0.190 -0.191 -0.119 2.149
L 70 1 1 -0.274 -0.309 0.108 11.881	2 0.677 0.611 0.040 -12.840	R 59 0 3 0.140 0.136 0.505 0.734	4 -0.190 -0.194 -0.096 1.701
L 70 1 1 -0.274 -0.308 0.006 11.785	2 0.678 0.611 0.028 -12.875	R 60 0 3 0.153 0.144 0.323 2.123	4 -0.195 -0.197 -0.187 0.699
L 71 1 1 -0.271 -0.306 0.040 12.031	2 0.678 0.612 0.017 -12.716	R 61 0 3 0.166 0.154 0.176 1.305	4 -0.202 -0.201 -0.323 0.127
L 72 1 1 -0.269 -0.304 0.074 12.189	2 0.679 0.612 -0.176 -12.576	R 61 0 3 0.166 0.165 0.301 0.409	4 -0.210 -0.208 -0.142 2.255
L 73 1 1 -0.266 -0.302 0.085 12.277	2 0.680 0.613 -0.017 -12.418	R 62 0 3 0.180 0.176 0.380 1.314	4 -0.210 -0.216 -0.176 2.176
L 73 1 1 -0.266 -0.301 0.028 12.136	2 0.681 0.613 0.028 -12.409	R 63 0 3 0.194 0.184 0.437 2.211	4 -0.219 -0.221 -0.323 0.884
L 74 1 1 -0.264 -0.299 -0.006 12.400	2 0.681 0.613 -0.176 -12.198	R 64 0 3 0.208 0.195 0.289 1.209	4 -0.230 -0.228 -0.221 0.549
L 75 1 1 -0.261 -0.297 0.062 12.488	2 0.682 0.613 0.017 -11.873	R 64 0 3 0.208 0.207 0.335 0.418	4 -0.242 -0.237 -0.346 1.675
L 76 1 1 -0.258 -0.295 0.119 12.585	2 0.683 0.614 0.040 -11.776	R 65 0 3 0.223 0.219 0.392 1.262	4 -0.242 -0.247 -0.346 1.921
L 76 1 1 -0.258 -0.294 0.028 12.338	2 0.684 0.614 0.028 -11.714	R 66 0 3 0.237 0.227 0.437 2.185	4 -0.255 -0.257 -0.358 0.848
L 77 1 1 -0.256 -0.292 0.051 12.664	2 0.684 0.614 -0.028 -11.530	R 67 0 3 0.252 0.239 0.176 1.270	4 -0.269 -0.265 -0.358 0.084
L 78 1 1 -0.253 -0.290 0.062 12.884	2 0.685 0.615 0.028 -11.275	R 67 0 3 0.252 0.252 0.358 0.145	4 -0.285 -0.277 -0.335 1.877
L 79 1 1 -0.251 -0.289 0.074 12.822	2 0.687 0.615 0.028 -10.967	R 68 0 3 0.267 0.264 0.437 0.971	4 -0.285 -0.290 -0.414 1.402
L 79 1 1 -0.251 -0.287 0.028 12.690	2 0.688 0.616 0.028 -10.967	R 69 0 3 0.283 0.273 0.460 1.859	4 -0.302 -0.300 -0.482 0.110
L 80 1 1 -0.249 -0.285 0.040 12.857	2 0.688 0.616 0.040 -10.897	R 70 0 3 0.298 0.285 0.176 0.892	4 -0.319 -0.312 -0.460 -0.435
L 81 1 1 -0.246 -0.284 0.085 13.130	2 0.689 0.617 0.017 -10.695	R 70 0 3 0.298 0.300 0.358 -0.356	4 -0.338 -0.327 -0.437 2.299
L 82 1 1 -0.244 -0.282 0.062 13.262	2 0.690 0.618 0.028 -10.668	R 71 0 3 0.313 0.310 0.573 0.382	4 -0.338 -0.341 -0.437 0.400
L 82 1 1 -0.244 -0.281 0.051 13.077	2 0.692 0.619 0.074 -10.993	R 72 0 3 0.328 0.321 0.426 1.244	4 -0.358 -0.353 -0.630 -0.497
L 83 1 1 -0.241 -0.280 0.017 13.473	2 0.692 0.620 0.040 -11.046	R 73 0 3 0.343 0.334 0.278 -0.295	4 -0.378 -0.368 -0.471 -1.974
L 84 1 1 -0.239 -0.279 0.062 13.736	2 0.693 0.622 0.062 -11.002	R 73 0 3 0.343 0.348 0.358 -1.763	4 -0.399 -0.384 -0.426 1.270
L 85 1 1 -0.237 -0.277 0.108 13.798	2 0.694 0.623 0.074 -10.993	R 74 0 3 0.358 0.360 0.460 -0.980	4 -0.399 -0.401 -0.550 -0.066
L 85 1 1 -0.237 -0.276 -0.017 13.710	2 0.696 0.624 -0.176 -10.949	R 75 0 3 0.373 0.370 0.516 -0.075	4 -0.420 -0.412 -0.573 -1.965
L 86 1 1 -0.234 -0.274 0.006 13.947	2 0.696 0.624 -0.176 -10.782	R 76 0 3 0.387 0.380 0.244 -0.892	4 -0.442 -0.426 -0.630 -3.890
L 87 1 1 -0.232 -0.272 0.096 13.851	2 0.697 0.624 0.028 -10.316	R 76 0 3 0.387 0.393 0.312 -2.492	4 -0.464 -0.444 -0.369 -0.127
L 88 1 1 -0.230 -0.270 0.096 13.701	2 0.699 0.625 -0.176 -9.912	R 77 0 3 0.401 0.406 0.380 -1.886	4 -0.464 -0.463 -0.653 -0.611
L 88 1 1 -0.230 -0.268 0.074 13.446	2 0.701 0.625 0.028 -9.859	R 78 0 3 0.415 0.415 0.437 -0.963	4 -0.486 -0.476 -0.619 -2.747
L 89 1 1 -0.227 -0.266 0.017 13.631	2 0.701 0.625 0.017 -9.666	R 79 0 3 0.428 0.425 0.221 -1.815	4 -0.508 -0.491 -0.585 -4.514
L 90 1 1 -0.225 -0.264 0.096 13.534	2 0.702 0.626 0.040 -9.235	R 79 0 3 0.428 0.436 0.267 -3.064	4 -0.530 -0.509 -0.380 -0.268
L 91 1 1 -0.223 -0.262 0.119 13.420	2 0.704 0.626 0.017 -8.787	R 80 0 3 0.440 0.446 0.312 -2.255	4 -0.530 -0.527 -0.630 -0.848
L 91 1 1 -0.223 -0.260 0.062 13.015	2 0.706 0.627 0.051 -8.989	R 81 0 3 0.452 0.453 0.346 -1.024	4 -0.551 -0.542 -0.585 -2.325
L 92 1 1 -0.221 -0.258 0.017 13.279	2 0.706 0.629 0.085 -9.182	R 82 0 3 0.463 0.459 0.142 -1.218	4 -0.571 -0.555 -0.539 -4.119
L 93 1 1 -0.219 -0.257 0.062 13.367	2 0.707 0.630 0.051 -9.033	R 82 0 3 0.463 0.469 0.233 -2.123	4 -0.591 -0.574 -0.369 -0.207
L 94 1 1 -0.217 -0.255 0.108 13.226	2 0.709 0.633 0.119 -9.121	R 83 0 3 0.474 0.477 0.233 -0.998	4 -0.591 -0.591 -0.562 -0.286
L 94 1 1 -0.217 -0.254 0.006 13.138	2 0.711 0.635 0.142 -9.877	R 84 0 3 0.484 0.483 0.312 -0.312	4 -0.610 -0.602 -0.460 -2.018
L 95 1 1 -0.215 -0.253 0.028 13.429	2 0.711 0.638 0.119 -10.343	R 85 0 3 0.492 0.489 0.142 -0.892	4 -0.627 -0.612 -0.505 -3.574
L 96 1 1 -0.212 -0.251 0.062 13.560	2 0.713 0.641 0.108 -10.747	R 85 0 3 0.492 0.497 0.267 -1.930	4 -0.643 -0.629 -0.358 -0.189
L 97 1 1 -0.210 -0.249 0.085 13.305	2 0.715 0.643 0.142 -11.064	R 86 0 3 0.500 0.504 0.153 -1.648	4 -0.643 -0.643 -0.380 -0.611
L 97 1 1 -0.210 -0.248 0.062 13.095	2 0.717 0.646 0.074 -11.670	R 87 0 3 0.507 0.509 0.176 -1.033	4 -0.658 -0.650 -0.437 -2.255
L 98 1 1 -0.208 -0.246 0.051 13.235	2 0.717 0.648 0.074 -11.890	R 88 0 3 0.513 0.513 0.142 -1.367	4 -0.671 -0.661 -0.392 -2.818
L 99 1 1 -0.206 -0.244 0.074 13.226	2 0.719 0.650 0.051 -11.925	R 88 0 3 0.513 0.516 0.074 -1.516	4 -0.683 -0.671 -0.176 -0.725
L 100 1 1 -0.204 -0.242 0.119 12.927	2 0.721 0.653 0.108 -11.890	R 89 0 3 0.517 0.517 0.017 -0.127	4 -0.683 -0.678 -0.187 -2.079
L 100 1 1 -0.204 -0.241 0.051 12.760	2 0.723 0.654 0.085 -12.198	R 90 0 3 0.521 0.518 0.074 0.699	4 -0.693 -0.682 -0.267 -3.574
L 101 1 1 -0.202 -0.239 0.062 12.699	2 0.723 0.656 0.074 -12.664	R 91 0 3 0.523 0.520 -0.006 0.734	4 -0.701 -0.688 -0.335 -4.066
L 102 1 1 -0.200 -0.237 0.017 12.919	2 0.725 0.659 0.074 -12.945	R 91 0 3 0.523 0.521 0.028 0.769	4 -0.708 -0.694 -0.074 -2.941
L 103 1 1 -0.199 -0.237 0.051 13.103	2 0.727 0.664 0.165 -13.771	R 92 0 3 0.525 0.521 -0.028 1.446	4 -0.708 -0.698 -0.108 -3.802
L 103 1 1 -0.199 -0.236 -0.006 13.077	2 0.730 0.669 0.006 -14.958	R 93 0 3 0.525 0.521 -0.006 1.640	4 -0.713 -0.701 -0.187 -4.180
L 104 1 1 -0.197 -0.236 0.017 13.569	2 0.730 0.673 0.119 -16.180	R 94 0 3 0.525 0.520 -0.006 1.719	4 -0.717 -0.704 -0.187 -4.295
L 105 1 1 -0.195 -0.235 0.017 14.070	2 0.732 0.677 0.119 -16.769	R 94 0 3 0.525 0.520 -0.006 1.851	4 -0.719 -0.707 -0.040 -3.609
L 106 1 1 -0.193 -0.234 0.028 14.316	2 0.734 0.681 0.119 -17.332	R 95 0 3 0.524 0.519 -0.051 1.859	4 -0.719 -0.710 -0.085 -3.679
L 106 1 1 -0.193 -0.234 0.062 14.088	2 0.737 0.684 0.096 -17.982	R 96 0 3 0.522 0.517 -0.085 1.684	4 -0.721 -0.710 -0.040 -3.705
L 107 1 1 -0.191 -0.233 0.028 14.431	2 0.737 0.686 0.040 17.807	R 97 0 3 0.519 0.515 -0.074 1.956	4 -0.721 -0.710 -0.006 -3.749
L 108 1 1 -0.189 -0.231 0.040 14.624	2 0.739 0.688 0.040 17.921	R 97 0 3 0.519 0.513 -0.051 2.290	4 -0.720 -0.710 -0.028 -3.697
L 109 1 1 -0.188 -0.229 0.051 14.484	2 0.742 0.690 0.062 -17.771	R 98 0 3 0.516 0.510 -0.131 2.132	4 -0.720 -0.710 0.028 -3.758
L 109 1 1 -0.188 -0.228 0.062 13.956	2 0.744 0.690 -0.006 -17.604	R 99 0 3 0.512 0.508 -0.153 1.851	4 -0.719 -0.709 0.062 -3.538
L 110 1 1 -0.186 -0.226 0.074 14.053	2 0.744 0.691 0.028 -17.341	R 0 1 3 0.509 0.506 -0.028 1.798	4 -0.717 -0.708 0.040 -3.380
L 111 1 1 -0.184 -0.224 0.051 14.035	2 0.747 0.692 0.028 -16.831	R 0 1 3 0.509 0.503 -0.074 2.000	4 -0.715 -0.707 -0.028 -3.574
L 112 1 1 -0.183 -0.223 0.062 14.000	2 0.749 0.693 0.062 -16.347	R 1 1 3 0.505 0.500 -0.074 1.516	4 -0.715 -0.709 -0.358 -1.534
L 112 1 1 -0.183 -0.220 0.142 13.042	2 0.752 0.691 -0.028 -15.433	R 2 1 3 0.501 0.497 -0.062 1.218	4 -0.713 -0.715 -0.165 0.224
L 113 1 1 -0.181 -0.217 0.062 12.558	2 0.752 0.692 0.040 -14.993	R 3 1 3 0.497 0.496 0.062 0.936	4 -0.711 -0.715 0.085 0.734
L 114 1 1 -0.179 -0.216 -0.006 12.743	2 0.755 0.694 0.119 -15.046	R 3 1 3 0.497 0.494 -0.062 0.699	4 -0.709 -0.715 0.006 1.244
L 115 1 1 -0.178 -0.216 -0.006 13.059	2 0.758 0.699 0.153 -15.275	R 4 1 3 0.493 0.491 -0.153 0.664	4 -0.709 -0.715 -0.017 1.798
L 115 1 1 -0.178 -0.215 -0.006 13.095	2 0.760 0.702 0.119 -16.198	R 5 1 3 0.489 0.489 -0.119 0.259	4 -0.707 -0.715 -0.006 2.554
L 116 1 1 -0.176 -0.215 0.051 13.323	2 0.760 0.705 0.096 -16.585	R 6 1 3 0.485 0.487 -0.051 0.154	4 -0.706 -0.715 0.062 3.204
L 117 1 1 -0.175 -0.213 0.028 13.499	2 0.763 0.707 0.051 -16.295	R 6 1 3 0.485 0.484 -0.040 0.286	4 -0.704 -0.715 0.017 3.222
L 118 1 1 -0.173 -0.212 0.017 13.508	2 0.766 0.709 0.096 -16.268	R 7 1 3 0.481 0.480 -0.176 0.277	4 -0.704 -0.714 0.028 3.284
L 118 1 1 -0.173 -0.211 0.074 13.103	2 0.769 0.712 0.062 -16.664	R 8 1 3 0.477 0.477 -0.153 0.084	4 -0.702 -0.712 -0.006 3.609
L 119 1 1 -0.172 -0.210 0.040 13.305	2 0.769 0.714 0.074 -16.699	R 9 1 3 0.473 0.475 -0.006 0.233	4 -0.701 -0.712 0.040 4.092
L 0 0 1 -0.170 -0.208 0.040 13.376	2 0.772 0.717 0.096 -16.593	R 9 1 3 0.473 0.471 -0.096 0.532	4 -0.699 -0.712 0.006 4.048
L 1 0 1 -0.169 -0.207 0.017 13.341	2 0.775 0.720 0.119 -16.646	R 10 1 3 0.469 0.469 -0.131 0.330	4 -0.699 -0.712 -0.006 4.488
L 1 0 1 -0.169 -0.206 0.131 12.567	2 0.778 0.721 -0.176 -16.549	R 11 1 3 0.465 0.466 -0.233 0.101	4 -0.697 -0.711 0.017 4.708
L 2 0 1 -0.168 -0.201 0.165 11.785	2 0.778 0.720 -0.028 -15.591	R 12 1 3 0.462 0.462 -0.006 0.620	4 -0.696 -0.709 0.096 4.462
L 3 0 1 -0.166 -0.197 0.131 10.712	2 0.781 0.719 -0.062 -14.132	R 12 1 3 0.462 0.458 -0.176 1.552	4 -0.694 -0.706 0.153 3.327
L 4 0 1 -0.165 -0.192 0.165 9.508	2 0.784 0.718 -0.176 -13.051	R 13 1 3 0.458 0.452 -0.187 2.308	4 -0.694 -0.701 0.131 2.220
L 4 0 1 -0.165 -0.189 0.108 8.470	2 0.786 0.717 -0.028 -12.611	R 14 1 3 0.454 0.448 -0.176 2.448	4 -0.693 -0.698 0.096 1.763
L 5 0 1 -0.163 -0.187 0.096 8.189	2 0.786 0.718 0.040 -12.321	R 15 1 3 0.450 0.445 -0.062 2.633	4 -0.692 -0.698 0.006 2.035
L 6 0 1 -0.160 -0.183 0.108 7.855	2 0.786 0.720 0.017 -12.558	R 15 1 3 0.450 0.441 -0.062 3.204	4 -0.690 -0.698 -0.006 2.202
L 7 0 1 -0.158 -0.181 0.040 7.934	2 0.786 0.723 0.096 -13.798	R 16 1 3 0.447 0.438 -0.165 3.196	4 -0.690 -0.698 0.017 2.642
L 7 0 1 -0.158 -0.179 0.062 7.547	2 0.784 0.726 0.096 -15.081	R 17 1 3 0.443 0.434 -0.142 3.310	4 -0.689 -0.698 0.017 2.826
L 8 0 1 -0.154 -0.177 0.119 7.802	2 0.784 0.728 0.096 -16.330	R 18 1 3 0.439 0.431 -0.108 3.644	4 -0.688 -0.696 0.074 2.941
L 9 0 1 -0.150 -0.174 0.085 8.171	2 0.781 0.728 -0.176 -17.613	R 18 1 3 0.439 0.427 -0.108 4.338	4 -0.687 -0.695 0.074 2.527
L 10 0 1 -0.146 -0.171 0.108 8.084	2 0.776 0.728 -0.051 17.051	R 19 1 3 0.436 0.423 -0.165 4.338	4 -0.687 -0.693 0.085 2.035
L 10 0 1 -0.146 -0.167 0.119 7.310	2 0.770 0.728 0.006 16.110	R 20 1 3 0.432 0.420 -0.176 4.374	4 -0.685 -0.690 0.142 1.420
L 11 0 1 -0.141 -0.163 0.131 7.802	2 0.770 0.726 -0.028 15.354	R 21 1 3 0.428 0.416 -0.085 4.980	4 -0.684 -0.688 0.119 1.015
L 12 0 1 -0.135 -0.159 0.153 8.163	2 0.761 0.723 -0.074 13.481	R 21 1 3 0.428 0.412 -0.119 5.657	4 -0.683 -0.686 0.006 0.743
L 13 0 1 -0.128 -0.154 0.199 8.426	2 0.751 0.719 -0.244 11.310	R 22 1 3 0.425 0.409 -0.096 5.613	4 -0.683 -0.683 0.221 0.084
L 13 0 1 -0.128 -0.149 0.165 7.363	2 0.739 0.716 -0.096 10.668	R 23 1 3 0.421 0.405 -0.187 5.921	4 -0.682 -0.679 0.176 -1.314
L 14 0 1 -0.121 -0.144 0.221 8.004	2 0.739 0.710 -0.119 9.982	R 24 1 3 0.418 0.400 -0.153 6.800	4 -0.681 -0.674 0.165 -2.721
L 15 0 1 -0.112 -0.138 0.244 8.470	2 0.725 0.703 -0.176 7.530	R 24 1 3 0.418 0.396 -0.176 7.688	4 -0.680 -0.669 0.176 -4.462
L 16 0 1 -0.104 -0.131 0.153 8.778	2 0.709 0.695 -0.380 5.253	R 25 1 3 0.414 0.392 -0.153 7.811	4 -0.680 -0.664 0.199 -5.736
L 16 0 1 -0.104 -0.124 0.244 6.976	2 0.692 0.689 -0.221 4.549	R 26 1 3 0.410 0.388 -0.153 8.031	4 -0.679 -0.659 0.267 -6.211
L 17 0 1 -0.095 -0.116 0.323 7.257	2 0.692 0.679 -0.199 4.620	R 27 1 3 0.407 0.385 -0.051 8.391	4 -0.678 -0.656 0.131 -8.101
L 18 0 1 -0.085 -0.108 0.267 7.785	2 0.673 0.670 -0.244 0.884	R 27 1 3 0.407 0.382 -0.108 8.576	4 -0.677 -0.653 0.096 -9.086
L 19 0 1 -0.075 -0.098 0.358 6.949	2 0.653 0.660 -0.550 -0.699	R 28 1 3 0.403 0.379 -0.187 8.716	4 -0.677 -0.649 0.142 -10.220
L 19 0 1 -0.075 -0.088 0.380 4.207	2 0.632 0.649 -0.301 -0.866	R 29 1 3 0.400 0.377 -0.040 8.031	4 -0.677 -0.648 -0.006 -10.158
L 20 0 1 -0.065 -0.076 0.426 3.574	2 0.632 0.633 -0.460 -0.813	R 30 1 3 0.397 0.376 0.017 7.785	4 -0.676 -0.648 -0.017 -9.798
L 21 0 1 -0.054 -0.064 0.369 3.002	2 0.610 0.617 -0.709 -1.763	R 30 1 3 0.397 0.375 -0.051 7.503	4 -0.675 -0.649 -0.017 -9.613
L 22 0 1 -0.044 -0.054 0.312 2.193	2 0.588 0.606 -0.607 -5.095	R 31 1 3 0.393 0.374 -0.051 6.659	4 -0.675 -0.649 0.040 -9.358
L 22 0 1 -0.044 -0.045 0.312 0.189	2 0.565 0.594 -0.187 -5.464	R 32 1 3 0.390 0.373 -0.096 6.193	4 -0.674 -0.648 0.006 -9.402
L 23 0 1 -0.034 -0.037 0.176 0.980	2 0.565 0.573 -0.653 -3.240	R 33 1 3 0.386 0.371 0.028 5.930	4 -0.674 -0.648 0.017 -9.218
L 24 0 1 -0.024 -0.028 0.460 0.963	2 0.541 0.553 -0.846 -3.662	R 33 1 3 0.386 0.370 -0.051 5.622	4 -0.673 -0.648 0.028 -9.235
L 25 0 1 -0.014 -0.021 0.335 1.253	2 0.517 0.537 -0.664 -5.886	R 34 1 3 0.383 0.370 -0.040 4.479	4 -0.673 -0.648 0.028 -8.971
L 25 0 1 -0.014 -0.014 0.119 0.321	2 0.494 0.520 -0.267 -4.462	R 35 1 3 0.379 0.369 -0.051 3.829	4 -0.673 -0.647 0.017 -9.042
L 26 0 1 -0.004 -0.009 0.131 1.552	2 0.494 0.503 -0.596 -3.398	R 36 1 3 0.376 0.368 -0.017 3.626	4 -0.672 -0.646 0.062 -9.420
L 27 0 1 0.005 -0.002 0.187 2.290	2 0.470 0.482 -0.970 -3.424	R 36 1 3 0.376 0.365 -0.085 3.793	4 -0.672 -0.644 0.040 -9.991
L 28 0 1 0.013 0.004 0.267 2.149	2 0.447 0.465 -0.675 -5.244	R 37 1 3 0.373 0.365 -0.017 2.932	4 -0.672 -0.642 0.051 -10.360
L 28 0 1 0.013 0.010 0.244 0.725	2 0.424 0.450 -0.233 -4.426	R 38 1 3 0.370 0.363 -0.119 2.369	4 -0.671 -0.641 0.074 -10.818
L 29 0 1 0.020 0.016 0.153 1.437	2 0.424 0.433 -0.607 -3.134	R 39 1 3 0.366 0.362 0.028 1.859	4 -0.671 -0.639 0.006 -11.240
L 30 0 1 0.027 0.021 0.176 1.965	2 0.402 0.416 -0.698 -4.497	R 39 1 3 0.366 0.361 -0.040 1.710	4 -0.670 -0.637 0.074 -11.864
L 31 0 1 0.033 0.027 0.187 1.525	2 0.381 0.400 -0.732 -5.473	R 40 1 3 0.363 0.360 -0.028 1.042	4 -0.670 -0.636 0.051 -12.365
L 31 0 1 0.033 0.032 0.131 0.488	2 0.360 0.385 -0.176 -4.664	R 41 1 3 0.360 0.360 -0.062 0.207	4 -0.670 -0.634 0.028 -12.673
L 32 0 1 0.038 0.035 0.062 1.174	2 0.360 0.369 -0.539 -3.389	R 42 1 3 0.356 0.359 -0.006 -0.207	4 -0.670 -0.634 0.017 -12.752
L 33 0 1 0.042 0.038 0.062 1.402	2 0.341 0.354 -0.755 -4.145	R 42 1 3 0.356 0.356 -0.051 -0.189	4 -0.669 -0.633 -0.006 -12.725
L 34 0 1 0.046 0.041 0.108 1.367	2 0.322 0.340 -0.630 -5.323	R 43 1 3 0.353 0.357 -0.006 -1.218	4 -0.669 -0.633 -0.006 -12.664
L 34 0 1 0.046 0.042 0.040 1.182	2 0.305 0.327 -0.131 -4.567	R 44 1 3 0.350 0.357 0.028 -1.367	4 -0.669 -0.633 -0.017 -12.734
L 35 0 1 0.048 0.042 -0.017 1.868	2 0.305 0.316 -0.358 -4.022	R 45 1 3 0.347 0.356 0.017 -2.659	4 -0.669 -0.633 0.006 -12.760
L 36 0 1 0.049 0.044 0.006 1.701	2 0.288 0.301 -0.505 -4.593	R 45 1 3 0.347 0.356 -0.006 -3.196	4 -0.669 -0.632 0.051 -12.910
L 37 0 1 0.049 0.045 -0.051 1.402	2 0.273 0.290 -0.516 -5.235	R 46 1 3 0.344 0.355 -0.040 -4.031	4 -0.669 -0.632 -0.006 -13.191
L 37 0 1 0.049 0.044 -0.028 1.437	2 0.259 0.279 -0.142 -4.207	R 47 1 3 0.341 0.354 -0.085 -4.725	4 -0.669 -0.630 0.028 -13.569
L 38 0 1 0.047 0.044 -0.017 1.121	2 0.259 0.269 -0.221 -3.749	R 48 1 3 0.337 0.354 -0.006 -5.130	4 -0.669 -0.629 0.062 -14.062
L 39 0 1 0.045 0.044 -0.062 0.444	2 0.246 0.261 -0.392 -4.866	R 48 1 3 0.337 0.353 -0.062 -5.332	4 -0.669 -0.628 0.074 -14.501
L 40 0 1 0.042 0.044 -0.062 -0.268	2 0.235 0.251 -0.494 -4.875	R 49 1 3 0.334 0.351 -0.062 -6.009	4 -0.669 -0.626 0.028 -14.967
L 40 0 1 0.042 0.042 -0.006 -0.180	2 0.225 0.242 -0.153 -4.198	R 50 1 3 0.331 0.350 -0.096 -6.264	4 -0.669 -0.625 0.062 -15.495
L 41 0 1 0.038 0.041 0.006 -1.059	2 0.225 0.234 -0.255 -3.574	R 51 1 3 0.328 0.348 -0.051 -6.360	4 -0.669 -0.624 0.040 -15.785
L 42 0 1 0.033 0.039 -0.119 -1.754	2 0.216 0.230 -0.187 -4.989	R 51 1 3 0.328 0.347 -0.028 -6.607	4 -0.669 -0.624 0.017 -15.969
L 43 0 1 0.027 0.038 -0.096 -3.459	2 0.208 0.224 -0.210 -5.490	R 52 1 3 0.325 0.345 -0.040 -7.301	4 -0.669 -0.623 -0.040 -16.066
L 43 0 1 0.027 0.036 -0.096 -3.336	2 0.201 0.217 -0.233 -4.004	R 53 1 3 0.322 0.344 -0.119 -7.477	4 -0.669 -0.623 -0.017 -16.259
L 44 0 1 0.020 0.033 -0.119 -4.655	2 0.201 0.211 -0.119 -3.741	R 54 1 3 0.319 0.343 -0.051 -7.512	4 -0.669 -0.623 -0.017 -16.365
L 45 0 1 0.012 0.026 -0.267 -4.980	2 0.196 0.209 -0.062 -4.778	R 54 1 3 0.319 0.341 -0.040 -7.662	4 -0.669 -0.623 -0.017 -16.347
L 46 0 1 0.004 0.020 -0.255 -4.857	2 0.191 0.206 -0.142 -5.191	R 55 1 3 0.316 0.339 -0.051 -8.022	4 -0.669 -0.623 0.006 -16.391
L 46 0 1 0.004 0.013 -0.267 -3.046	2 0.187 0.202 -0.096 -4.426	R 56 1 3 0.313 0.337 -0.096 -8.013	4 -0.670 -0.623 -0.017 -16.532
L 47 0 1 -0.005 0.005 -0.233 -3.785	2 0.187 0.199 -0.074 -4.119	R 57 1 3 0.310 0.335 -0.096 -7.908	4 -0.670 -0.623 0.006 -16.708
L 48 0 1 -0.015 -0.003 -0.289 -4.268	2 0.184 0.197 -0.028 -4.620	R 57 1 3 0.310 0.333 -0.051 -7.864	4 -0.670 -0.622 0.006 -16.769
L 49 0 1 -0.025 -0.010 -0.233 -4.259	2 0.182 0.196 -0.085 -4.787	R 58 1 3 0.307 0.330 -0.062 -8.171	4 -0.670 -0.622 0.017 -17.033
L 49 0 1 -0.025 -0.017 -0.221 -2.695	2 0.180 0.194 -0.074 -4.426	R 59 1 3 0.305 0.328 -0.119 -8.127	4 -0.671 -0.621 0.017 -17.437
